Entidad,Entidad-N,municipio,Municipio,Localidad,Ubicación,Tipo,Edad,Sexo,Talla,Talla-M,Peso,IMC,Categoria
11,Guanajuato,7,Celaya,630,Los Establos (Los Arenales),Rural,7,Hombre,111.36,1.1136667,18.440001,14.867929,Normal
11,Guanajuato,7,Celaya,630,Los Establos (Los Arenales),Rural,10,Mujer,133.2,1.332,31.200001,17.585154,Normal
11,Guanajuato,7,Celaya,630,Los Establos (Los Arenales),Rural,18,Hombre,169.39999,1.6939999,84.660004,29.502005,Obesidad
11,Guanajuato,7,Celaya,630,Los Establos (Los Arenales),Rural,13,Mujer,154.46001,1.5446666,37.939999,15.901121,Normal
11,Guanajuato,7,Celaya,630,Los Establos (Los Arenales),Rural,7,Hombre,114.64,1.1463333,19.1,14.534883,Normal
11,Guanajuato,7,Celaya,630,Los Establos (Los Arenales),Rural,11,Mujer,139.34,1.3933333,29.139999,15.009958,Normal
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,11,Hombre,139.8,1.398,35.099998,17.959438,Normal
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,17,Mujer,155.7,1.5569999,66.099998,27.266178,Sobrepeso
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,11,Mujer,148.44,1.4843334,51.040001,23.165825,Sobrepeso
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,6,Mujer,118,1.1799999,21.540001,15.469694,Normal
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,12,Mujer,156.84,1.5683333,64.040001,26.03602,Sobrepeso
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,7,Hombre,121.14,1.2113333,22.860001,15.579336,Normal
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,8,Mujer,119.46,1.1946666,20.74,14.531662,Normal
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,11,Mujer,136.44,1.3643334,43.299999,23.26199,Sobrepeso
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,10,Mujer,109.16,1.0916667,19.360001,16.245207,Normal
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,7,Mujer,111.46,1.1146667,17.860001,14.374456,Normal
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,10,Mujer,132.44,1.3243333,28.16,16.056026,Normal
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,10,Mujer,140.24001,1.4023334,38.560001,19.608053,Sobrepeso
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,17,Hombre,162.44,1.6243334,84.800003,32.139973,Obesidad
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,11,Hombre,136.56,1.3656666,40.299999,21.608053,Sobrepeso
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,7,Mujer,132.36,1.3236667,47.360001,27.030521,Obesidad
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,12,Hombre,139.74001,1.3973334,45.139999,23.118597,Sobrepeso
11,Guanajuato,20,León,424,San José del Resplandor (El Capricho,Rural,19,Mujer,151.53999,1.5153334,78.040001,33.986065,Obesidad
11,Guanajuato,31,San Francisco del Rincón,32,El Maguey,Rural,12,Mujer,143.10001,1.4310001,35.639999,17.404371,Normal
11,Guanajuato,31,San Francisco del Rincón,32,El Maguey,Rural,8,Mujer,111.94,1.1193334,18,14.366586,Normal
11,Guanajuato,31,San Francisco del Rincón,32,El Maguey,Rural,16,Mujer,154.46001,1.5446666,57.259998,23.998371,Normal
11,Guanajuato,31,San Francisco del Rincón,32,El Maguey,Rural,9,Hombre,143.14,1.4313333,46.360001,22.628819,Obesidad
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,7,Hombre,131,1.3099999,31.34,18.262341,Sobrepeso
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,8,Hombre,126.6,1.266,26.799999,16.721197,Normal
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,7,Mujer,124.16,1.2416667,26.76,17.357056,Normal
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,12,Hombre,149.7,1.497,41.139999,18.357801,Normal
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,11,Mujer,150.06,1.5006666,56.540001,25.106569,Obesidad
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,17,Hombre,166.46001,1.6646667,58.540001,21.125071,Normal
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,13,Mujer,145.64,1.4563333,42.700001,20.1329,Normal
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,17,Mujer,152.14,1.5213333,49.759998,21.49966,Normal
12,Guerrero,1,Acapulco de Juárez,1,Acapulco de Juárez,Urbano,12,Hombre,146.66,1.4666667,39.299999,18.269629,Normal
12,Guerrero,1,Acapulco de Juárez,1,Acapulco de Juárez,Urbano,11,Mujer,153.03999,1.5303334,43.259998,18.472019,Normal
12,Guerrero,1,Acapulco de Juárez,1,Acapulco de Juárez,Urbano,18,Hombre,169.56,1.6956667,72.300003,25.14533,Sobrepeso
12,Guerrero,1,Acapulco de Juárez,1,Acapulco de Juárez,Urbano,7,Hombre,120.64,1.2063333,22.860001,15.70875,Normal
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,9,Mujer,131.64,1.3163333,27.700001,15.986303,Normal
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,5,Mujer,108.16,1.0816666,16.76,14.324755,Normal
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,16,Mujer,151.16,1.5116668,40.740002,17.828259,Normal
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,10,Mujer,132.16,1.3216667,32.34,18.513823,Normal
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,10,Hombre,132.96001,1.3296666,38.139999,21.572235,Obesidad
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,14,Hombre,157.03999,1.5703334,52.799999,21.411654,Normal
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,10,Hombre,122.46,1.2246667,21.4,14.268488,Normal
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,17,Hombre,165.56,1.6556667,57.639999,21.02704,Normal
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,17,Hombre,175.96001,1.7596666,94.239998,30.435083,Obesidad
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,8,Hombre,131.84,1.3183333,33.900002,19.50515,Sobrepeso
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,12,Mujer,149.24001,1.4923334,65.739998,29.518749,Obesidad
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,7,Mujer,127.04,1.2703333,41,25.406713,Obesidad
12,Guerrero,57,Técpan de Galeana,80,San Luis San Pedro,Urbano,9,Hombre,130.56,1.3056667,26.6,15.60332,Normal
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,13,Mujer,143.14,1.4313333,66.660004,32.537468,Obesidad
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,8,Mujer,126.14,1.2613333,23.139999,14.544661,Normal
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,16,Mujer,148.64,1.4863334,40.299999,18.242006,Normal
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,7,Mujer,117.4,1.174,19.6,14.220663,Normal
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,9,Mujer,121.96,1.2196667,25.700001,17.276302,Normal
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,6,Hombre,110.54,1.1053333,17.34,14.192619,Normal
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,7,Mujer,122.3,1.223,23.5,15.711401,Normal
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,12,Mujer,158.14,1.5813333,65.339996,26.129572,Obesidad
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,19,Mujer,148.06,1.4806666,62.799999,28.644751,Sobrepeso
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,10,Mujer,143.60001,1.4360001,39.939999,19.368639,Sobrepeso
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,15,Mujer,146.03999,1.4603333,38.939999,18.259628,Normal
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,18,Mujer,161,1.61,61.900002,23.880251,Normal
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,6,Mujer,103.14,1.0313333,15.36,14.440861,Normal
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,17,Mujer,153.06,1.5306667,66.199997,28.255091,Sobrepeso
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,8,Mujer,127.74,1.2773333,29.639999,18.166437,Sobrepeso
12,Guerrero,24,Cualác,7,Tecojcoyunca,Rural,12,Mujer,151.36,1.5136666,46.360001,20.234056,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,14,Hombre,159.84,1.5983332,51.400002,20.120024,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,12,Mujer,150.86,1.5086666,50.799999,22.319122,Sobrepeso
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,15,Hombre,157.74001,1.5773333,75.699997,30.426285,Obesidad
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,16,Hombre,172.34,1.7233332,55.459999,18.674171,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,16,Mujer,154.94,1.5493333,57.759998,24.062317,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,15,Mujer,159.25999,1.5926666,52.240002,20.594603,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,16,Hombre,162.24001,1.6223334,48.139999,18.290512,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,7,Hombre,120.06,1.2006667,24.24,16.814646,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,8,Hombre,125.74,1.2573333,25.6,16.193441,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,8,Mujer,122,1.22,23.700001,15.923139,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,8,Mujer,118.86,1.1886667,23.360001,16.533037,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,14,Mujer,153.44,1.5343333,72.040001,30.600903,Obesidad
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,10,Mujer,131.53999,1.3153334,27.860001,16.103098,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,7,Mujer,121.26,1.2126667,23.360001,15.885098,Normal
12,Guerrero,1,Acapulco de Juárez,87,El Bejuco,Rural,16,Mujer,154.10001,1.541,50.599998,21.308125,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,13,Mujer,147.84,1.4783332,40.099998,18.348463,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,7,Mujer,117.86,1.1786667,22.440001,16.15254,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,13,Mujer,150.84,1.5083333,42.299999,18.592838,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,9,Mujer,124.76,1.2476667,22.799999,14.646628,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,12,Mujer,144.84,1.4483333,34.639999,16.513567,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,10,Mujer,129.53999,1.2953334,26.1,15.555264,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,8,Hombre,118.36,1.1836667,25.6,18.27179,Sobrepeso
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,11,Mujer,142.14,1.4213333,35.240002,17.443918,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,16,Mujer,154.89999,1.5489999,41.540001,17.312656,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,11,Hombre,147.16,1.4716667,33.84,15.62469,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,17,Hombre,160.75999,1.6076666,79.940002,30.929449,Obesidad
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,8,Hombre,124.94,1.2493334,33.740002,21.61665,Obesidad
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,14,Hombre,144.44,1.4443333,35.799999,17.161221,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,6,Hombre,104.04,1.0403333,15.94,14.727985,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,5,Mujer,100.46,1.0046667,18.799999,18.625751,Sobrepeso
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,13,Hombre,159.14,1.5913333,50.34,19.878836,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,10,Hombre,132.46001,1.3246666,31.74,18.088133,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,9,Mujer,130.34,1.3033333,25.040001,14.740878,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,7,Hombre,122.66,1.2266667,21.639999,14.381497,Normal
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,10,Mujer,135.25999,1.3526666,35.400002,19.347361,Sobrepeso
12,Guerrero,77,Marquelia,40,Zoyatlán,Rural,10,Mujer,142.64,1.4263333,33.099998,16.269939,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,12,Hombre,126.56,1.2656666,27.34,17.067106,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,5,Hombre,99.540001,0.99533331,15.96,16.11001,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,10,Hombre,132.74001,1.3273333,33.599998,19.071255,Sobrepeso
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,6,Hombre,105,1.05,17.24,15.63719,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,8,Mujer,114.2,1.142,22.959999,17.605148,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,12,Hombre,129.36,1.2936667,40,23.900951,Sobrepeso
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,9,Mujer,121.66,1.2166667,23.139999,15.632199,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,15,Mujer,146.24001,1.4623333,50,23.381763,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,10,Mujer,125.44,1.2543334,25.6,16.270992,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,13,Mujer,140.94,1.4093333,53.5,26.935579,Sobrepeso
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,6,Hombre,100.94,1.0093334,16.299999,15.999938,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,17,Mujer,142.44,1.4243333,41.439999,20.426619,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,8,Mujer,110.24,1.1023333,17.34,14.269977,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,14,Mujer,139.94,1.3993334,41.900002,21.397926,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,14,Mujer,142.86,1.4286667,39.540001,19.372017,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,12,Mujer,134.44,1.3443333,34.439999,19.056767,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,10,Mujer,131.24001,1.3123333,37.200001,21.600044,Sobrepeso
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,13,Hombre,136.24001,1.3623334,36.700001,19.774214,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,8,Mujer,112.74,1.1273333,22.639999,17.814423,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,10,Mujer,124.3,1.243,25.1,16.24544,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,5,Mujer,98.160004,0.98166662,14.4,14.942884,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,17,Mujer,146.86,1.4686667,50.299999,23.319622,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,13,Mujer,142.86,1.4286667,37.439999,18.343153,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,7,Hombre,115.14,1.1513333,18.799999,14.182594,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,5,Mujer,97.040001,0.97033334,13.7,14.550525,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,12,Mujer,137.84,1.3783333,35.799999,18.844061,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,6,Mujer,100.14,1.0013334,15.86,15.81779,Normal
12,Guerrero,52,San Luis Acatlán,22,Río Iguapa,Rural,11,Mujer,121.24,1.2123333,27.299999,18.57456,Normal
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,9,Mujer,133.10001,1.3310001,26.959999,15.218214,Normal
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,18,Mujer,155.36,1.5536667,56.66,23.47258,Normal
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,7,Hombre,112.96,1.1296667,18.360001,14.38706,Normal
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,Urbano,6,Mujer,107.1,1.071,17.5,15.256648,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,8,Hombre,127.36,1.2736667,27.440001,16.91502,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,19,Mujer,151.96001,1.5196666,54.139999,23.443455,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,15,Hombre,160.44,1.6043334,45.639999,17.731945,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,13,Hombre,158.39999,1.584,36.700001,14.627015,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,9,Mujer,125.36,1.2536666,23.76,15.11758,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,19,Mujer,146.7,1.467,35.459999,16.477013,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,12,Hombre,143,1.4299999,34.900002,17.066851,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,12,Hombre,140.64,1.4063333,31.299999,15.825877,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,13,Hombre,153.5,1.535,40.540001,17.205488,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,5,Mujer,112.5,1.125,18.66,14.743704,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,5,Mujer,103.26,1.0326667,15.54,14.572386,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,13,Mujer,155.2,1.5519999,41.439999,17.204273,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,11,Hombre,143.75999,1.4376667,36.139999,17.485245,Normal
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,6,Mujer,114.44,1.1443334,24.799999,18.938543,Sobrepeso
13,Hidalgo,46,San Felipe Orizatlán,4,Ahuatitla,Urbano,6,Hombre,113.3,1.133,17.700001,13.788386,Normal
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,16,Hombre,162.8,1.628,67.099998,25.317085,Sobrepeso
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,11,Hombre,148,1.48,49.540001,22.616873,Sobrepeso
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,6,Mujer,114.7,1.147,18.5,14.061931,Normal
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,16,Hombre,156.86,1.5686667,45.540001,18.506815,Normal
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,17,Hombre,158.03999,1.5803334,75,30.03059,Obesidad
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,18,Hombre,164.10001,1.641,69.339996,25.749372,Sobrepeso
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,13,Hombre,151,1.51,40.799999,17.893953,Normal
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,19,Hombre,162.06,1.6206666,74.760002,28.463083,Sobrepeso
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,5,Mujer,114,1.14,22.1,17.005232,Sobrepeso
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,14,Mujer,152.56,1.5256667,52.799999,22.683735,Normal
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,11,Mujer,148.56,1.4856666,51,23.106142,Sobrepeso
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,12,Hombre,143,1.4299999,55.860001,27.31674,Obesidad
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,13,Hombre,165.60001,1.656,64.440002,23.498215,Sobrepeso
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,7,Mujer,113.5,1.135,39,30.274216,Obesidad
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,6,Mujer,111.7,1.117,19.040001,15.260214,Normal
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,8,Hombre,138.7,1.387,35.139999,18.266228,Sobrepeso
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,13,Mujer,160.5,1.605,48.240002,18.726526,Normal
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,15,Hombre,183.14,1.8313333,57,16.995739,Normal
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,8,Mujer,132.39999,1.3239999,25.6,14.60374,Normal
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,7,Mujer,121.9,1.219,26.639999,17.927792,Sobrepeso
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,7,Hombre,118,1.1799999,22.1,15.871878,Normal
13,Hidalgo,67,Tezontepec de Aldama,8,Panuaya,Urbano,11,Hombre,145,1.45,32.799999,15.600473,Normal
13,Hidalgo,51,Mineral de la Reforma,145,Valle Dorado,Rural,10,Mujer,137.5,1.375,56.360001,29.810247,Obesidad
13,Hidalgo,51,Mineral de la Reforma,145,Valle Dorado,Rural,18,Hombre,161,1.61,45.700001,17.630491,Normal
13,Hidalgo,51,Mineral de la Reforma,145,Valle Dorado,Rural,16,Hombre,173.06,1.7306666,59.799999,19.965231,Normal
13,Hidalgo,51,Mineral de la Reforma,145,Valle Dorado,Rural,19,Mujer,157.7,1.577,55.5,22.316679,Normal
13,Hidalgo,51,Mineral de la Reforma,145,Valle Dorado,Rural,11,Hombre,135.74001,1.3573334,29.16,15.827577,Normal
13,Hidalgo,51,Mineral de la Reforma,145,Valle Dorado,Rural,7,Mujer,121.8,1.2180001,23.299999,15.705845,Normal
13,Hidalgo,51,Mineral de la Reforma,145,Valle Dorado,Rural,17,Hombre,183.60001,1.8360001,65.699997,19.490364,Normal
13,Hidalgo,51,Mineral de la Reforma,145,Valle Dorado,Rural,10,Hombre,132,1.3200001,51.259998,29.419188,Obesidad
13,Hidalgo,51,Mineral de la Reforma,145,Valle Dorado,Rural,14,Hombre,183,1.83,75.639999,22.586521,Sobrepeso
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,12,Hombre,151.03999,1.5103334,34.900002,15.29959,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,15,Mujer,153.84,1.5383333,53.939999,22.793449,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,19,Mujer,158,1.58,46.200001,18.506649,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,6,Mujer,112.94,1.1293334,21.66,16.982988,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,12,Hombre,153.16,1.5316668,49,20.886589,Sobrepeso
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,7,Mujer,126.7,1.267,24.700001,15.38664,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,11,Mujer,143.60001,1.4360001,30.700001,14.887762,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,18,Hombre,163.7,1.637,44.34,16.546204,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,13,Mujer,150.25999,1.5026666,45.099998,19.973368,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,11,Hombre,137.94,1.3793334,36.16,19.005964,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,17,Mujer,159,1.59,57.240002,22.64151,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,16,Mujer,158.10001,1.5810001,51.66,20.667627,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,7,Hombre,125,1.25,25.040001,16.0256,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,13,Mujer,149.64,1.4963334,43.34,19.356739,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,14,Mujer,151.56,1.5156666,42.860001,18.657129,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,9,Hombre,129.74001,1.2973334,29,17.230379,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,15,Hombre,163.39999,1.6339999,42.299999,15.842959,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,7,Mujer,118.9,1.189,21.139999,14.953445,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,11,Mujer,144.44,1.4443333,31.1,14.908212,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,8,Hombre,132.03999,1.3203334,27.34,15.683079,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,7,Hombre,124.64,1.2463334,21.540001,13.866833,Normal
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,10,Hombre,145.34,1.4533333,43.34,20.519108,Sobrepeso
13,Hidalgo,80,Yahualica,23,Tlalchiyahualica,Rural,14,Mujer,152.3,1.523,44.599998,19.228041,Normal
14,Jalisco,13,Atotonilco el Alto,30,San Francisco de Asís,Urbano,14,Mujer,148.74001,1.4873334,41.400002,18.714737,Normal
14,Jalisco,13,Atotonilco el Alto,30,San Francisco de Asís,Urbano,9,Hombre,125.04,1.2503333,22.459999,14.366736,Normal
14,Jalisco,13,Atotonilco el Alto,30,San Francisco de Asís,Urbano,12,Hombre,150,1.5,44,19.555555,Normal
14,Jalisco,13,Atotonilco el Alto,30,San Francisco de Asís,Urbano,11,Hombre,137.24001,1.3723334,32.740002,17.384388,Normal
14,Jalisco,39,Guadalajara,1,Guadalajara,Urbano,12,Hombre,156.25999,1.5626667,63.200001,25.881201,Obesidad
14,Jalisco,39,Guadalajara,1,Guadalajara,Urbano,10,Mujer,133.64,1.3363333,28.200001,15.791361,Normal
14,Jalisco,39,Guadalajara,1,Guadalajara,Urbano,15,Mujer,167.34,1.6733333,66,23.571056,Normal
